command,intent
hello,greeting
hi,greeting
hi,greeting
hi,greeting
hello,greeting
hi,greeting
hello,greeting
hello,greeting
good morning,greeting
hello,greeting
good morning,greeting
hi,greeting
good morning,greeting
hello,greeting
hi,greeting
good morning,greeting
hey,greeting
hi,greeting
good morning,greeting
hello,greeting
hey,greeting
hi,greeting
hi,greeting
hey,greeting
hey,greeting
hello,greeting
hi,greeting
hey,greeting
hello,greeting
good morning,greeting
hello,greeting
hi,greeting
good morning,greeting
hi,greeting
hey,greeting
hello,greeting
hi,greeting
hello,greeting
good morning,greeting
hey,greeting
hi,greeting
hello,greeting
hey,greeting
hi,greeting
hello,greeting
hey,greeting
hey,greeting
hi,greeting
hello,greeting
hi,greeting
hey,greeting
hey,greeting
hello,greeting
good morning,greeting
hello,greeting
hi,greeting
hey,greeting
hey,greeting
hey,greeting
hello,greeting
hey,greeting
hey,greeting
hi,greeting
hey,greeting
hi,greeting
good morning,greeting
hello,greeting
hello,greeting
hi,greeting
hey,greeting
hey,greeting
hi,greeting
hello,greeting
hi,greeting
hi,greeting
hello,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hey,greeting
hello,greeting
hello,greeting
hey,greeting
good morning,greeting
hello,greeting
hey,greeting
good morning,greeting
hi,greeting
hey,greeting
good morning,greeting
hello,greeting
hey,greeting
good morning,greeting
hello,greeting
hello,greeting
hi,greeting
hi,greeting
hey,greeting
good morning,greeting
hi,greeting
hey,greeting
hello,greeting
hey,greeting
hey,greeting
hey,greeting
hello,greeting
hello,greeting
hello,greeting
hello,greeting
hi,greeting
hello,greeting
hello,greeting
hey,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hello,greeting
hello,greeting
hi,greeting
good morning,greeting
hi,greeting
good morning,greeting
hi,greeting
hello,greeting
hi,greeting
hi,greeting
good morning,greeting
hello,greeting
hello,greeting
hey,greeting
hi,greeting
hey,greeting
good morning,greeting
hello,greeting
hello,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hi,greeting
hi,greeting
hello,greeting
hey,greeting
hi,greeting
hi,greeting
good morning,greeting
hi,greeting
hi,greeting
hey,greeting
good morning,greeting
good morning,greeting
hello,greeting
hello,greeting
hi,greeting
hi,greeting
hi,greeting
hey,greeting
hey,greeting
hi,greeting
hi,greeting
hey,greeting
hello,greeting
good morning,greeting
hi,greeting
hey,greeting
good morning,greeting
hey,greeting
hello,greeting
good morning,greeting
good morning,greeting
hi,greeting
hello,greeting
hi,greeting
hello,greeting
hey,greeting
hi,greeting
hello,greeting
good morning,greeting
hi,greeting
hello,greeting
good morning,greeting
hi,greeting
good morning,greeting
hello,greeting
hey,greeting
hello,greeting
hey,greeting
hey,greeting
good morning,greeting
good morning,greeting
hello,greeting
good morning,greeting
hi,greeting
good morning,greeting
hey,greeting
good morning,greeting
good morning,greeting
hello,greeting
good morning,greeting
hey,greeting
hi,greeting
good morning,greeting
hello,greeting
hey,greeting
hi,greeting
good morning,greeting
good morning,greeting
hey,greeting
hello,greeting
hey,greeting
hello,greeting
hi,greeting
hi,greeting
hello,greeting
hello,greeting
hello,greeting
good morning,greeting
hey,greeting
hey,greeting
hey,greeting
hello,greeting
hi,greeting
hello,greeting
hi,greeting
good morning,greeting
good morning,greeting
hi,greeting
hello,greeting
hey,greeting
hi,greeting
hi,greeting
good morning,greeting
hey,greeting
hi,greeting
hi,greeting
hi,greeting
hey,greeting
hello,greeting
hello,greeting
hey,greeting
good morning,greeting
hello,greeting
hi,greeting
hi,greeting
hi,greeting
hi,greeting
good morning,greeting
good morning,greeting
hello,greeting
good morning,greeting
hello,greeting
good morning,greeting
good morning,greeting
hey,greeting
hey,greeting
hi,greeting
hello,greeting
hello,greeting
hey,greeting
good morning,greeting
hi,greeting
hello,greeting
good morning,greeting
hey,greeting
hello,greeting
good morning,greeting
good morning,greeting
hey,greeting
hi,greeting
hello,greeting
hi,greeting
hello,greeting
hi,greeting
good morning,greeting
good morning,greeting
hey,greeting
hello,greeting
good morning,greeting
hello,greeting
good morning,greeting
hi,greeting
hello,greeting
good morning,greeting
hi,greeting
hello,greeting
hello,greeting
good morning,greeting
hi,greeting
good morning,greeting
good morning,greeting
hey,greeting
good morning,greeting
hey,greeting
good morning,greeting
hey,greeting
hi,greeting
hey,greeting
hello,greeting
hello,greeting
good morning,greeting
hey,greeting
hey,greeting
hello,greeting
good morning,greeting
good morning,greeting
hello,greeting
hey,greeting
hello,greeting
good morning,greeting
good morning,greeting
hi,greeting
hi,greeting
hi,greeting
hi,greeting
good morning,greeting
good morning,greeting
hello,greeting
hello,greeting
hello,greeting
hi,greeting
hi,greeting
good morning,greeting
hey,greeting
hey,greeting
hey,greeting
hey,greeting
good morning,greeting
hi,greeting
hey,greeting
hey,greeting
hello,greeting
hey,greeting
good morning,greeting
good morning,greeting
hi,greeting
hello,greeting
good morning,greeting
good morning,greeting
hi,greeting
hello,greeting
hi,greeting
hello,greeting
hello,greeting
hey,greeting
hey,greeting
hello,greeting
hi,greeting
hi,greeting
hi,greeting
good morning,greeting
good morning,greeting
hello,greeting
hi,greeting
hello,greeting
hey,greeting
hello,greeting
hi,greeting
hello,greeting
hey,greeting
hi,greeting
hey,greeting
hey,greeting
hi,greeting
hello,greeting
hello,greeting
hi,greeting
good morning,greeting
hello,greeting
hi,greeting
good morning,greeting
hey,greeting
good morning,greeting
hi,greeting
hello,greeting
hello,greeting
good morning,greeting
hi,greeting
hey,greeting
hey,greeting
hello,greeting
hi,greeting
hi,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hello,greeting
hey,greeting
hey,greeting
hello,greeting
hi,greeting
hello,greeting
hello,greeting
good morning,greeting
good morning,greeting
hello,greeting
hi,greeting
good morning,greeting
hey,greeting
hey,greeting
hey,greeting
hey,greeting
hi,greeting
hello,greeting
hi,greeting
hey,greeting
hey,greeting
good morning,greeting
hello,greeting
hey,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hey,greeting
hello,greeting
hello,greeting
good morning,greeting
hey,greeting
hi,greeting
hey,greeting
hi,greeting
hey,greeting
hey,greeting
good morning,greeting
good morning,greeting
hello,greeting
hi,greeting
hey,greeting
hi,greeting
hello,greeting
hey,greeting
hello,greeting
hello,greeting
hi,greeting
good morning,greeting
hello,greeting
hello,greeting
good morning,greeting
good morning,greeting
hey,greeting
hey,greeting
hello,greeting
hi,greeting
hi,greeting
hi,greeting
hey,greeting
hi,greeting
good morning,greeting
hello,greeting
hi,greeting
hello,greeting
hi,greeting
hey,greeting
hi,greeting
hi,greeting
hello,greeting
hello,greeting
hi,greeting
good morning,greeting
hello,greeting
good morning,greeting
hey,greeting
hello,greeting
good morning,greeting
hi,greeting
hello,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hi,greeting
hey,greeting
hey,greeting
hello,greeting
good morning,greeting
hey,greeting
hi,greeting
hey,greeting
good morning,greeting
good morning,greeting
hey,greeting
good morning,greeting
hi,greeting
hi,greeting
good morning,greeting
hello,greeting
good morning,greeting
good morning,greeting
hey,greeting
hi,greeting
hey,greeting
hello,greeting
hi,greeting
hello,greeting
good morning,greeting
hey,greeting
good morning,greeting
hi,greeting
good morning,greeting
hey,greeting
good morning,greeting
good morning,greeting
hello,greeting
hi,greeting
hey,greeting
good morning,greeting
hi,greeting
hello,greeting
good morning,greeting
good morning,greeting
hey,greeting
hello,greeting
hello,greeting
good morning,greeting
hello,greeting
good morning,greeting
hi,greeting
hello,greeting
hello,greeting
hi,greeting
hey,greeting
hey,greeting
hi,greeting
hey,greeting
hello,greeting
hello,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hi,greeting
hi,greeting
hello,greeting
hello,greeting
hi,greeting
hello,greeting
hello,greeting
good morning,greeting
good morning,greeting
hi,greeting
hi,greeting
hello,greeting
hey,greeting
hey,greeting
hi,greeting
good morning,greeting
good morning,greeting
good morning,greeting
hi,greeting
hey,greeting
hey,greeting
good morning,greeting
good morning,greeting
hey,greeting
hello,greeting
hi,greeting
good morning,greeting
hey,greeting
good morning,greeting
hello,greeting
hi,greeting
hi,greeting
hello,greeting
hey,greeting
hi,greeting
hey,greeting
hey,greeting
good morning,greeting
good morning,greeting
hi,greeting
hey,greeting
hi,greeting
good morning,greeting
hi,greeting
good morning,greeting
good morning,greeting
hello,greeting
good morning,greeting
hi,greeting
hey,greeting
hi,greeting
hi,greeting
hello,greeting
hi,greeting
hi,greeting
good morning,greeting
hey,greeting
hi,greeting
hi,greeting
hi,greeting
hi,greeting
good morning,greeting
hey,greeting
good morning,greeting
good morning,greeting
hey,greeting
hey,greeting
hey,greeting
hello,greeting
good morning,greeting
hi,greeting
hello,greeting
hi,greeting
hey,greeting
good morning,greeting
good morning,greeting
hello,greeting
hello,greeting
hey,greeting
hello,greeting
